invoice_id,extracted_due_date_raw,extracted_due_date,extracted_payment_term_raw,extracted_payment_term,extracted_vendor_id,extracted_invoice_amount_raw,extracted_invoice_amount,extracted_invoice_date_raw,extracted_invoice_date,extracted_po_number,extracted_currency,extracted_contract_reference,ground_truth_due_date,ground_truth_payment_term,ground_truth_vendor_id,ground_truth_invoice_amount,ground_truth_invoice_date,ground_truth_po_number,ground_truth_currency,ground_truth_contract_reference
INV00000127,2026-03-06,2026-03-06,60,60.0,V00186,41606.39,41606.39,2025-12-31,2025-12-31,PO0000997,MXN,,2026-03-06,60,V00186,41606.39,2025-12-31,PO0000997,MXN,CT000186
INV00000128,2026-04-10,2026-04-10,30,30.0,V00386,18383.01,18383.01,2026-03-11,2026-03-11,PO0000145,ZAR,CT000386,2026-04-10,30,V00386,18383.01,2026-03-11,PO0000145,ZAR,CT000386
INV00000129,2025-05-11,2025-05-11,30,30.0,V00216,14775.95,14775.95,2025-04-09,2025-04-09,PO0000040,MXN,CT000216,2025-05-11,30,V00216,14775.95,2025-04-09,PO0000040,MXN,CT000216
INV00000130,2025-05-10,2025-05-10,30,30.0,V00238,"21,714.15",21714.15,2025-04-03,2025-04-03,,USD,CT000238,2025-05-10,30,V00238,21714.15,2025-04-03,PO0000452,USD,CT000238
INV00000131,2025-05-10,2025-05-10,90,90.0,V00304,"7,317.64",7317.64,2025-02-04,2025-02-04,PO0000212,MXN,CT000304,2025-05-10,90,V00304,7317.64,2025-02-04,PO0000212,MXN,CT000304
INV00000132,2025-09-10,2025-09-10,90,90.0,V00345,52454.41,52454.41,05/06/2025,2025-06-05,PO0000762,MXN,CT000345,2025-09-10,90,V00345,52454.41,2025-06-05,PO0000762,MXN,CT000345
INV00000133,2025-11-12,2025-11-12,60,60.0,V00217,3271.73,3271.73,2025-09-08,2025-09-08,PO0000226,BRL,CT000217,2025-11-12,60,V00217,3271.73,2025-09-08,PO0000226,BRL,CT000217
INV00000134,2025-10-16,2025-10-16,30,30.0,V00303,"9,609.18",9609.18,2025-09-15,2025-09-15,PO0000532,USD,CT000303,2025-10-16,30,V00303,9609.18,2025-09-15,PO0000532,USD,CT000303
INV00000135,2025-12-08,2025-12-08,30,30.0,V00339,15708.31,15708.31,2025-11-05,2025-11-05,PO0000937,EUR,CT000339,2025-12-08,30,V00339,15708.31,2025-11-05,PO0000937,EUR,CT000339
INV00000136,2026-02-05,2026-02-05,60,60.0,V00221,26719.89,26719.89,2025-11-30,2025-11-30,PO0000811,GBP,CT000221,2026-02-05,60,V00221,26719.89,2025-11-30,PO0000811,GBP,CT000221
INV00000137,,,90,90.0,V00301,263355.02,263355.02,2026-01-07,2026-01-07,PO0000929,MXN,CT000301,2026-04-12,90,V00301,263355.02,2026-01-07,PO0000929,MXN,CT000301
INV00000138,2025-09-28,2025-09-28,30,30.0,V00282,"77,919.81",77919.81,2025-08-25,2025-08-25,PO0000849,EUR,CT000282,2025-09-28,30,V00282,77919.81,2025-08-25,PO0000849,EUR,CT000282
INV00000139,25/06/2025,2025-06-25,45,45.0,V00150,17705.66,17705.66,2025-05-05,2025-05-05,PO0001048,IDR,CT000150,2025-06-25,45,V00150,17705.66,2025-05-05,PO0001048,IDR,CT000150
INV00000140,2025-08-18,2025-08-18,30,30.0,V00002,7678.00,7678.0,2025-07-19,2025-07-19,PO0000972,EUR,CT000002,2025-08-18,30,V00002,7678.0,2025-07-19,PO0000972,EUR,CT000002
INV00000141,2026-03-10,2026-03-10,30,30.0,V00282,14012.59,14012.59,2026-02-01,2026-02-01,PO0000849,MXN,CT000282,2026-03-10,30,V00282,14012.59,2026-02-01,PO0000849,MXN,CT000282
INV00000142,2026-02-07,2026-02-07,30,30.0,V00106,11668.32,11668.32,07/01/2026,2026-01-07,PO0001018,USD,CT000106,2026-02-07,30,V00106,11668.32,2026-01-07,PO0001018,USD,CT000106
INV00000143,2026-03-30,2026-03-30,30,30.0,V00342,28167.67,28167.67,2026-02-21,2026-02-21,PO0000891,EUR,CT000342,2026-03-30,30,V00342,28167.67,2026-02-21,PO0000891,EUR,CT000342
INV00000144,2025-10-09,2025-10-09,30,30.0,V00400,5322.25,5322.25,03/09/2025,2025-09-03,PO0000231,USD,CT000400,2025-10-09,30,V00400,5322.25,2025-09-03,PO0000231,USD,CT000400
INV00000145,2026-01-23,2026-01-23,30,30.0,V00368,13572.47,13572.47,2025-12-21,2025-12-21,PO0001121,BRL,CT000368,2026-01-23,30,V00368,13572.47,2025-12-21,PO0001121,BRL,CT000368
INV00000146,2025-08-09,2025-08-09,30,30.0,V00116,89661.35,89661.35,07/07/2025,2025-07-07,PO0000448,MXN,CT000116,2025-08-09,30,V00116,89661.35,2025-07-07,PO0000448,MXN,CT000116
INV00000147,2025-02-03,2025-02-03,30,30.0,V00274,19709.28,19709.28,2025-01-04,2025-01-04,PO0000517,INR,CT000274,2025-02-03,30,V00274,19709.28,2025-01-04,PO0000517,INR,CT000274
INV00000148,2026-02-05,2026-02-05,60,60.0,V00316,5401.44,5401.44,2025-12-05,2025-12-05,PO0001031,BRL,CT000316,2026-02-05,60,V00316,5401.44,2025-12-05,PO0001031,BRL,CT000316
INV00000149,2025-03-12,2025-03-12,,,V00213,11421.20,11421.2,,,PO0000635,IDR,CT000213,2025-03-12,30,V00213,11421.2,2025-02-09,PO0000635,IDR,CT000213
INV00000150,2025-11-21,2025-11-21,30,30.0,V00214,1564.57,1564.57,2025-10-17,2025-10-17,PO0001229,INR,CT000214,2025-11-21,30,V00214,1564.57,2025-10-17,PO0001229,INR,CT000214
INV00000151,2026-05-30,2026-05-30,60,60.0,V00184,15339.66,15339.66,2026-03-30,2026-03-30,,MXN,CT000184,2026-05-30,60,V00184,15339.66,2026-03-30,PO0000443,MXN,CT000184
INV00000152,2025-03-04,2025-03-04,45,45.0,V00130,92048.00,92048.0,2025-01-12,2025-01-12,PO0000136,GBP,CT000130,2025-03-04,45,V00130,92048.0,2025-01-12,PO0000136,GBP,CT000130
INV00000153,2026-01-01,2026-01-01,30,30.0,V00241,"4,694.12",4694.12,30/11/2025,2025-11-30,PO0000098,EUR,CT000241,2026-01-01,30,V00241,4694.12,2025-11-30,PO0000098,EUR,CT000241
INV00000154,2026-04-07,2026-04-07,60,60.0,V00417,3537.41,3537.41,2026-01-31,2026-01-31,PO0001067,EUR,CT000417,2026-04-07,60,V00417,3537.41,2026-01-31,PO0001067,EUR,CT000417
INV00000155,14/12/2025,2025-12-14,60,60.0,V00092,8217.96,8217.96,2025-10-13,2025-10-13,PO0000057,EUR,CT000092,2025-12-14,60,V00092,8217.96,2025-10-13,PO0000057,EUR,CT000092
INV00000156,2026-01-15,2026-01-15,60,60.0,V00020,42932.40,42932.4,2025-11-10,2025-11-10,PO0000450,USD,CT000020,2026-01-15,60,V00020,42932.4,2025-11-10,PO0000450,USD,CT000020
INV00000157,2026-03-22,2026-03-22,30,30.0,V00024,97720.78,97720.78,2026-02-15,2026-02-15,PO0000198,USD,CT000024,2026-03-22,30,V00024,97720.78,2026-02-15,PO0000198,USD,CT000024
INV00000158,2026-01-26,2026-01-26,30,30.0,V00245,26124.34,26124.34,20/12/2025,2025-12-20,PO0001244,USD,,2026-01-26,30,V00245,26124.34,2025-12-20,PO0001244,USD,CT000245
INV00000159,2025-03-24,2025-03-24,60,60.0,V00114,4229.31,4229.31,2025-01-19,2025-01-19,PO0001058,EUR,CT000114,2025-03-24,60,V00114,4229.31,2025-01-19,PO0001058,EUR,CT000114
INV00000160,2026-03-21,2026-03-21,,,V00194,15941.23,15941.23,2025-12-19,2025-12-19,PO0000464,IDR,CT000194,2026-03-21,90,V00194,15941.23,2025-12-19,PO0000464,IDR,CT000194
INV00000161,2026-01-15,2026-01-15,30,30.0,V00400,106819.61,106819.61,2025-12-11,2025-12-11,PO0000629,EUR,CT000400,2026-01-15,30,V00400,106819.61,2025-12-11,PO0000629,EUR,CT000400
INV00000162,2025-06-13,2025-06-13,60,60.0,V00033,11772.88,11772.88,2025-04-14,2025-04-14,PO0000616,BRL,CT000033,2025-06-13,60,V00033,11772.88,2025-04-14,PO0000616,BRL,CT000033
INV00000163,01/12/2025,2025-12-01,30,30.0,V00074,18910.94,18910.94,2025-10-25,2025-10-25,PO0000504,USD,CT000074,2025-12-01,30,V00074,18910.94,2025-10-25,PO0000504,USD,CT000074
INV00000164,2026-02-23,2026-02-23,30,30.0,V00090,21006.51,21006.51,2026-01-19,2026-01-19,PO0000981,MXN,CT000090,2026-02-23,30,V00090,21006.51,2026-01-19,PO0000981,MXN,CT000090
INV00000165,22/03/2026,2026-03-22,60,60.0,V00192,3219.06,3219.06,21/01/2026,2026-01-21,PO0000005,GBP,CT000192,2026-03-22,60,V00192,3219.06,2026-01-21,PO0000005,GBP,CT000192
INV00000166,2026-04-03,2026-04-03,60,60.0,V00292,46529.60,46529.6,2026-02-01,2026-02-01,PO0000964,INR,CT000292,2026-04-03,60,V00292,46529.6,2026-02-01,PO0000964,INR,CT000292
INV00000167,2026-02-03,2026-02-03,45,45.0,V00077,"39,992.60",39992.6,2025-12-20,2025-12-20,PO0000151,IDR,CT000077,2026-02-03,45,V00077,39992.6,2025-12-20,PO0000151,IDR,CT000077
INV00000168,2025-05-31,2025-05-31,90,90.0,V00046,2011.79,2011.79,2025-02-25,2025-02-25,PO0000869,ZAR,CT000046,2025-05-31,90,V00046,2011.79,2025-02-25,PO0000869,ZAR,CT000046
INV00000169,,,90,90.0,V00037,4035.22,4035.22,2025-08-09,2025-08-09,PO0000571,MXN,CT000037,2025-11-12,90,V00037,4035.22,2025-08-09,PO0000571,MXN,CT000037
INV00000170,2025-05-18,2025-05-18,30,30.0,V00337,"5,894.74",5894.74,2025-04-17,2025-04-17,PO0000890,INR,CT000337,2025-05-18,30,V00337,5894.74,2025-04-17,PO0000890,INR,CT000337
INV00000171,2025-04-07,2025-04-07,60,60.0,V00013,35802.27,35802.27,02/02/2025,2025-02-02,PO0001178,GBP,CT000013,2025-04-07,60,V00013,35802.27,2025-02-02,PO0001178,GBP,CT000013
INV00000172,2025-06-02,2025-06-02,30,30.0,V00263,7415.53,7415.53,2025-04-30,2025-04-30,PO0001155,,CT000263,2025-06-02,30,V00263,7415.53,2025-04-30,PO0001155,GBP,CT000263
INV00000173,2026-03-23,2026-03-23,30,30.0,V00243,24870.03,24870.03,18/02/2026,2026-02-18,PO0000089,USD,CT000243,2026-03-23,30,V00243,24870.03,2026-02-18,PO0000089,USD,CT000243
INV00000174,2025-12-03,2025-12-03,60,60.0,V00043,13482.34,13482.34,2025-09-30,2025-09-30,PO0000152,GBP,CT000043,2025-12-03,60,V00043,13482.34,2025-09-30,PO0000152,GBP,CT000043
INV00000175,18/02/2026,2026-02-18,60,60.0,V00233,104598.96,104598.96,2025-12-14,2025-12-14,PO0000741,MXN,CT000233,2026-02-18,60,V00233,104598.96,2025-12-14,PO0000741,MXN,CT000233
INV00000176,2025-11-22,2025-11-22,90,90.0,V00121,27466.77,27466.77,2025-08-17,2025-08-17,PO0000265,GBP,CT000121,2025-11-22,90,V00121,27466.77,2025-08-17,PO0000265,GBP,CT000121
INV00000177,2025-08-12,2025-08-12,60,60.0,V00217,"21,719.18",21719.18,2025-06-12,2025-06-12,PO0000226,INR,CT000217,2025-08-12,60,V00217,21719.18,2025-06-12,PO0000226,INR,CT000217
INV00000178,14/10/2025,2025-10-14,60,60.0,V00058,15995.77,15995.77,2025-08-08,2025-08-08,PO0000387,USD,CT000058,2025-10-14,60,V00058,15995.77,2025-08-08,PO0000387,USD,CT000058
INV00000179,2026-04-27,2026-04-27,30,30.0,V00281,23004.25,23004.25,2026-03-24,2026-03-24,,GBP,CT000281,2026-04-27,30,V00281,23004.25,2026-03-24,PO0000913,GBP,CT000281
INV00000180,11/07/2025,2025-07-11,60,60.0,V00335,"20,492.63",20492.63,2025-05-11,2025-05-11,PO0000595,USD,CT000335,2025-07-11,60,V00335,20492.63,2025-05-11,PO0000595,USD,CT000335
INV00000181,2025-06-28,2025-06-28,30,30.0,V00002,13093.22,13093.22,2025-05-22,2025-05-22,PO0000321,INR,CT000002,2025-06-28,30,V00002,13093.22,2025-05-22,PO0000321,INR,CT000002
INV00000182,2026-02-22,2026-02-22,30,30.0,V00224,10375.50,10375.5,2026-01-21,2026-01-21,PO0000240,GBP,CT000224,2026-02-22,30,V00224,10375.5,2026-01-21,PO0000240,GBP,CT000224
INV00000183,2025-08-20,2025-08-20,60,60.0,V00272,117531.89,117531.89,2025-06-18,2025-06-18,PO0000681,ZAR,CT000272,2025-08-20,60,V00272,117531.89,2025-06-18,PO0000681,ZAR,CT000272
INV00000184,2026-03-25,2026-03-25,,,V00002,10251.30,10251.3,2026-02-16,2026-02-16,PO0001177,BRL,CT000002,2026-03-25,30,V00002,10251.3,2026-02-16,PO0001177,BRL,CT000002
INV00000185,2026-04-23,2026-04-23,30,30.0,V00305,"68,551.79",68551.79,2026-03-20,2026-03-20,PO0000194,GBP,CT000305,2026-04-23,30,V00305,68551.79,2026-03-20,PO0000194,GBP,CT000305
INV00000186,18/03/2025,2025-03-18,45,45.0,V00229,"7,947.51",7947.51,,,PO0000107,BRL,CT000229,2025-03-18,45,V00229,7947.51,2025-01-31,PO0000107,BRL,CT000229
INV00000187,30/12/2025,2025-12-30,60,60.0,V00129,38203.53,38203.53,2025-10-31,2025-10-31,PO0001068,ZAR,CT000129,2025-12-30,60,V00129,38203.53,2025-10-31,PO0001068,ZAR,CT000129
INV00000188,2025-05-19,2025-05-19,90,90.0,V00194,106185.85,106185.85,2025-02-12,2025-02-12,PO0000680,EUR,CT000194,2025-05-19,90,V00194,106185.85,2025-02-12,PO0000680,EUR,CT000194
INV00000189,,,60,60.0,V00287,11448.55,11448.55,2026-02-05,2026-02-05,PO0000950,GBP,CT000287,2026-04-08,60,V00287,11448.55,2026-02-05,PO0000950,GBP,CT000287
INV00000190,2025-03-24,2025-03-24,30,30.0,V00271,8096.91,8096.91,2025-02-22,2025-02-22,PO0001149,BRL,CT000271,2025-03-24,30,V00271,8096.91,2025-02-22,PO0001149,BRL,CT000271
INV00000191,2026-03-10,2026-03-10,30,30.0,V00372,10397.38,10397.38,2026-02-08,2026-02-08,PO0000525,USD,CT000372,2026-03-10,30,V00372,10397.38,2026-02-08,PO0000525,USD,CT000372
INV00000192,2026-01-23,2026-01-23,30,30.0,V00015,15989.12,15989.12,2025-12-17,2025-12-17,PO0000553,BRL,CT000015,2026-01-23,30,V00015,15989.12,2025-12-17,PO0000553,BRL,CT000015
INV00000193,2025-10-06,2025-10-06,30,30.0,V00331,,,2025-09-02,2025-09-02,PO0001025,EUR,CT000331,2025-10-06,30,V00331,22878.78,2025-09-02,PO0001025,EUR,CT000331
INV00000194,2025-05-09,2025-05-09,30,30.0,V00015,15646.51,15646.51,2025-04-05,2025-04-05,PO0000622,MXN,CT000015,2025-05-09,30,V00015,15646.51,2025-04-05,PO0000622,MXN,CT000015
INV00000195,2025-06-05,2025-06-05,30,30.0,V00274,"10,498.80",10498.8,2025-05-02,2025-05-02,PO0000335,MXN,CT000274,2025-06-05,30,V00274,10498.8,2025-05-02,PO0000335,MXN,CT000274
INV00000196,2025-09-17,2025-09-17,60,60.0,V00147,"127,041.48",127041.48,2025-07-16,2025-07-16,PO0000621,USD,CT000147,2025-09-17,60,V00147,127041.48,2025-07-16,PO0000621,USD,CT000147
INV00000197,2026-04-28,2026-04-28,90,90.0,V00027,13220.70,13220.7,2026-01-21,2026-01-21,PO0000946,BRL,CT000027,2026-04-28,90,V00027,13220.7,2026-01-21,PO0000946,BRL,CT000027
INV00000198,2026-04-03,2026-04-03,45,45.0,V00290,8509.12,8509.12,2026-02-13,2026-02-13,,EUR,CT000290,2026-04-03,45,V00290,8509.12,2026-02-13,PO0000703,EUR,CT000290
INV00000199,2025-09-21,2025-09-21,30,30.0,V00065,39028.08,39028.08,2025-08-17,2025-08-17,PO0000895,BRL,CT000065,2025-09-21,30,V00065,39028.08,2025-08-17,PO0000895,BRL,CT000065
INV00000200,2025-05-23,2025-05-23,30,30.0,V00280,39686.15,39686.15,2025-04-16,2025-04-16,,BRL,CT000280,2025-05-23,30,V00280,39686.15,2025-04-16,PO0000436,BRL,CT000280
INV00000201,,,45,45.0,V00158,71905.92,71905.92,2025-09-14,2025-09-14,PO0000195,ZAR,CT000158,2025-10-29,45,V00158,71905.92,2025-09-14,PO0000195,ZAR,CT000158
INV00000202,2026-04-16,2026-04-16,90,90.0,V00117,123532.18,123532.18,2026-01-14,2026-01-14,PO0000650,EUR,CT000117,2026-04-16,90,V00117,123532.18,2026-01-14,PO0000650,EUR,CT000117
INV00000203,2025-10-10,2025-10-10,30,30.0,V00263,"23,472.52",23472.52,2025-09-04,2025-09-04,PO0000787,BRL,CT000263,2025-10-10,30,V00263,23472.52,2025-09-04,PO0000787,BRL,CT000263
INV00000204,2026-03-12,2026-03-12,30,30.0,V00091,12056.18,12056.18,2026-02-10,2026-02-10,PO0000447,ZAR,CT000091,2026-03-12,30,V00091,12056.18,2026-02-10,PO0000447,ZAR,CT000091
INV00000205,2025-02-06,2025-02-06,30,30.0,V00342,2214.21,2214.21,05/01/2025,2025-01-05,PO0000891,USD,CT000342,2025-02-06,30,V00342,2214.21,2025-01-05,PO0000891,USD,CT000342
INV00000206,17/10/2025,2025-10-17,60,60.0,V00287,,,2025-08-17,2025-08-17,PO0000950,GBP,CT000287,2025-10-17,60,V00287,6095.19,2025-08-17,PO0000950,GBP,CT000287
INV00000207,2025-03-12,2025-03-12,45,45.0,V00420,"20,312.46",20312.46,2025-01-21,2025-01-21,PO0001193,IDR,CT000420,2025-03-12,45,V00420,20312.46,2025-01-21,PO0001193,IDR,CT000420
INV00000208,2025-12-11,2025-12-11,60,60.0,V00012,4722.11,4722.11,2025-10-06,2025-10-06,PO0001059,USD,CT000012,2025-12-11,60,V00012,4722.11,2025-10-06,PO0001059,USD,CT000012
INV00000209,,,60,60.0,V00246,3089.06,3089.06,2025-10-08,2025-10-08,PO0001120,EUR,CT000246,2025-12-09,60,V00246,3089.06,2025-10-08,PO0001120,EUR,CT000246
INV00000210,2025-07-12,2025-07-12,45,45.0,V00234,17485.36,17485.36,2025-05-23,2025-05-23,PO0000801,ZAR,CT000234,2025-07-12,45,V00234,17485.36,2025-05-23,PO0000801,ZAR,CT000234
INV00000211,2026-04-03,2026-04-03,90,90.0,V00361,36886.36,36886.36,2025-12-28,2025-12-28,PO0000023,BRL,CT000361,2026-04-03,90,V00361,36886.36,2025-12-28,PO0000023,BRL,CT000361
INV00000212,2026-06-14,2026-06-14,90,90.0,V00179,12596.80,12596.8,2026-03-09,2026-03-09,PO0000347,USD,CT000179,2026-06-14,90,V00179,12596.8,2026-03-09,PO0000347,USD,CT000179
INV00000213,2025-09-17,2025-09-17,45,45.0,,41840.79,41840.79,2025-07-27,2025-07-27,PO0000222,MXN,CT000394,2025-09-17,45,V00394,41840.79,2025-07-27,PO0000222,MXN,CT000394
INV00000214,2025-09-18,2025-09-18,60,60.0,V00101,31176.26,31176.26,2025-07-17,2025-07-17,PO0000646,BRL,CT000101,2025-09-18,60,V00101,31176.26,2025-07-17,PO0000646,BRL,CT000101
INV00000215,2025-05-27,2025-05-27,60,60.0,V00359,54540.29,54540.29,2025-03-28,2025-03-28,PO0000881,INR,CT000359,2025-05-27,60,V00359,54540.29,2025-03-28,PO0000881,INR,CT000359
INV00000216,2025-03-19,2025-03-19,60,60.0,V00219,159869.06,159869.06,2025-01-13,2025-01-13,PO0000832,ZAR,CT000219,2025-03-19,60,V00219,159869.06,2025-01-13,PO0000832,ZAR,CT000219
INV00000217,2025-09-07,2025-09-07,60,60.0,V00397,253908.18,253908.18,2025-07-05,2025-07-05,PO0001131,GBP,CT000397,2025-09-07,60,V00397,253908.18,2025-07-05,PO0001131,GBP,CT000397
INV00000218,2025-09-21,2025-09-21,60,60.0,V00092,35180.76,35180.76,2025-07-20,2025-07-20,PO0000472,INR,CT000092,2025-09-21,60,V00092,35180.76,2025-07-20,PO0000472,INR,CT000092
INV00000219,,,30,30.0,,10068.40,10068.4,2025-12-16,2025-12-16,PO0000958,BRL,CT000110,2026-01-19,30,V00110,10068.4,2025-12-16,PO0000958,BRL,CT000110
INV00000220,2026-03-04,2026-03-04,30,30.0,V00238,17412.22,17412.22,2026-01-28,2026-01-28,PO0000483,EUR,CT000238,2026-03-04,30,V00238,17412.22,2026-01-28,PO0000483,EUR,CT000238
INV00000221,2025-04-22,2025-04-22,60,60.0,V00232,85128.51,85128.51,19/02/2025,2025-02-19,PO0001204,EUR,CT000232,2025-04-22,60,V00232,85128.51,2025-02-19,PO0001204,EUR,CT000232
INV00000222,2025-04-27,2025-04-27,45,45.0,V00063,6387.60,6387.6,2025-03-11,2025-03-11,PO0001027,EUR,CT000063,2025-04-27,45,V00063,6387.6,2025-03-11,PO0001027,EUR,CT000063
INV00000223,2025-10-14,2025-10-14,30,30.0,V00274,74611.07,74611.07,2025-09-12,2025-09-12,PO0000295,GBP,CT000274,2025-10-14,30,V00274,74611.07,2025-09-12,PO0000295,GBP,CT000274
INV00000224,2025-09-21,2025-09-21,90,90.0,V00171,13651.16,13651.16,2025-06-20,2025-06-20,PO0000444,USD,CT000171,2025-09-21,90,V00171,13651.16,2025-06-20,PO0000444,USD,CT000171
INV00000225,2025-12-21,2025-12-21,30,30.0,V00064,20712.28,20712.28,2025-11-16,2025-11-16,PO0000106,BRL,CT000064,2025-12-21,30,V00064,20712.28,2025-11-16,PO0000106,BRL,CT000064
INV00000226,2025-06-26,2025-06-26,30,30.0,V00215,"6,987.85",6987.85,27/05/2025,2025-05-27,PO0000898,ZAR,CT000215,2025-06-26,30,V00215,6987.85,2025-05-27,PO0000898,ZAR,CT000215
INV00000227,2025-10-09,2025-10-09,90,90.0,V00294,"4,064.67",4064.67,09/07/2025,2025-07-09,PO0000343,GBP,CT000294,2025-10-09,90,V00294,4064.67,2025-07-09,PO0000343,GBP,CT000294
INV00000228,2025-10-25,2025-10-25,90,90.0,V00014,12176.00,12176.0,2025-07-22,2025-07-22,PO0000167,USD,CT000014,2025-10-25,90,V00014,12176.0,2025-07-22,PO0000167,USD,CT000014
INV00000229,2025-11-30,2025-11-30,60,60.0,V00387,64097.61,64097.61,2025-10-01,2025-10-01,PO0000328,USD,CT000387,2025-11-30,60,V00387,64097.61,2025-10-01,PO0000328,USD,CT000387
INV00000230,24/03/2025,2025-03-24,45,45.0,V00172,7808.29,7808.29,2025-02-01,2025-02-01,PO0001188,EUR,CT000172,2025-03-24,45,V00172,7808.29,2025-02-01,PO0001188,EUR,CT000172
INV00000231,2026-03-14,2026-03-14,30,30.0,V00110,"88,711.71",88711.71,2026-02-06,2026-02-06,PO0000068,BRL,CT000110,2026-03-14,30,V00110,88711.71,2026-02-06,PO0000068,BRL,CT000110
INV00000232,2025-08-05,2025-08-05,60,60.0,V00316,"8,941.72",8941.72,2025-06-04,2025-06-04,PO0000088,INR,CT000316,2025-08-05,60,V00316,8941.72,2025-06-04,PO0000088,INR,CT000316
INV00000233,2025-05-12,2025-05-12,30,30.0,V00355,5315.39,5315.39,2025-04-07,2025-04-07,PO0000414,INR,CT000355,2025-05-12,30,V00355,5315.39,2025-04-07,PO0000414,INR,CT000355
INV00000234,2025-12-06,2025-12-06,45,45.0,V00402,21296.94,21296.94,2025-10-19,2025-10-19,PO0000134,,CT000402,2025-12-06,45,V00402,21296.94,2025-10-19,PO0000134,MXN,CT000402
INV00000235,04/04/2025,2025-04-04,30,30.0,V00332,33290.44,33290.44,,,PO0000957,INR,CT000332,2025-04-04,30,V00332,33290.44,2025-03-03,PO0000957,INR,CT000332
INV00000236,2025-11-26,2025-11-26,60,60.0,V00086,"19,880.45",19880.45,2025-09-26,2025-09-26,PO0000605,BRL,CT000086,2025-11-26,60,V00086,19880.45,2025-09-26,PO0000605,BRL,CT000086
INV00000237,2025-03-21,2025-03-21,,,V00069,19120.21,19120.21,2025-01-28,2025-01-28,PO0000282,ZAR,CT000069,2025-03-21,45,V00069,19120.21,2025-01-28,PO0000282,ZAR,CT000069
INV00000238,2025-07-06,2025-07-06,60,60.0,V00088,87825.59,87825.59,2025-05-01,2025-05-01,PO0000807,EUR,CT000088,2025-07-06,60,V00088,87825.59,2025-05-01,PO0000807,EUR,CT000088
INV00000239,2026-01-03,2026-01-03,30,30.0,V00368,"18,027.62",18027.62,2025-11-27,2025-11-27,PO0000759,USD,CT000368,2026-01-03,30,V00368,18027.62,2025-11-27,PO0000759,USD,CT000368
INV00000240,2025-08-19,2025-08-19,60,60.0,V00129,9957.42,9957.42,19/06/2025,2025-06-19,PO0001068,EUR,CT000129,2025-08-19,60,V00129,9957.42,2025-06-19,PO0001068,EUR,CT000129
INV00000241,2026-04-07,2026-04-07,45,45.0,V00139,32931.09,32931.09,2026-02-14,2026-02-14,PO0000273,,CT000139,2026-04-07,45,V00139,32931.09,2026-02-14,PO0000273,EUR,CT000139
INV00000242,2025-08-15,2025-08-15,60,60.0,V00375,62150.71,62150.71,2025-06-11,2025-06-11,PO0000333,MXN,CT000375,2025-08-15,60,V00375,62150.71,2025-06-11,PO0000333,MXN,CT000375
INV00000243,2026-01-14,2026-01-14,60,60.0,V00086,10436.22,10436.22,2025-11-11,2025-11-11,PO0000605,ZAR,CT000086,2026-01-14,60,V00086,10436.22,2025-11-11,PO0000605,ZAR,CT000086
INV00000244,2025-04-16,2025-04-16,90,90.0,V00171,11562.15,11562.15,2025-01-14,2025-01-14,PO0000444,BRL,CT000171,2025-04-16,90,V00171,11562.15,2025-01-14,PO0000444,BRL,CT000171
INV00000245,2026-04-21,2026-04-21,30,30.0,V00125,49240.58,49240.58,2026-03-21,2026-03-21,PO0000905,EUR,CT000125,2026-04-21,30,V00125,49240.58,2026-03-21,PO0000905,EUR,CT000125
INV00000246,2025-12-09,2025-12-09,,,V00127,"141,047.95",141047.95,2025-10-08,2025-10-08,PO0001236,MXN,CT000127,2025-12-09,60,V00127,141047.95,2025-10-08,PO0001236,MXN,CT000127
INV00000247,2025-12-20,2025-12-20,30,30.0,V00251,21245.46,21245.46,,,PO0000653,ZAR,CT000251,2025-12-20,30,V00251,21245.46,2025-11-19,PO0000653,ZAR,CT000251
INV00000248,2025-08-02,2025-08-02,60,60.0,V00312,14131.36,14131.36,2025-05-28,2025-05-28,PO0000221,INR,CT000312,2025-08-02,60,V00312,14131.36,2025-05-28,PO0000221,INR,CT000312
INV00000249,2025-07-18,2025-07-18,60,60.0,V00112,149269.47,149269.47,2025-05-12,2025-05-12,PO0000676,IDR,CT000112,2025-07-18,60,V00112,149269.47,2025-05-12,PO0000676,IDR,CT000112
INV00000250,2025-08-24,2025-08-24,30,30.0,V00016,10114.09,10114.09,2025-07-18,2025-07-18,PO0000365,BRL,CT000016,2025-08-24,30,V00016,10114.09,2025-07-18,PO0000365,BRL,CT000016
INV00000251,2025-07-03,2025-07-03,60,60.0,V00269,11230.18,11230.18,2025-04-27,2025-04-27,PO0000727,BRL,CT000269,2025-07-03,60,V00269,11230.18,2025-04-27,PO0000727,BRL,CT000269
INV00000252,2025-02-10,2025-02-10,30,30.0,V00231,11293.54,11293.54,2025-01-10,2025-01-10,PO0000316,GBP,CT000231,2025-02-10,30,V00231,11293.54,2025-01-10,PO0000316,GBP,CT000231
INV00000253,2026-01-04,2026-01-04,60,60.0,V00277,42457.74,42457.74,2025-10-31,2025-10-31,PO0000558,GBP,CT000277,2026-01-04,60,V00277,42457.74,2025-10-31,PO0000558,GBP,CT000277
INV00000254,2026-01-13,2026-01-13,45,45.0,V00190,14874.76,14874.76,2025-11-23,2025-11-23,PO0000461,GBP,CT000190,2026-01-13,45,V00190,14874.76,2025-11-23,PO0000461,GBP,CT000190
