invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label
INV00000173,V00243,PO0000089,CT000243,P0052,USA,USD,2026-02-18,2026-02-21,24870.03,30,High,Approved,NORMAL_ON_TIME
INV00000174,V00043,PO0000152,CT000043,P0001,Indonesia,GBP,2025-09-30,2025-10-04,13482.34,60,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000175,V00233,PO0000741,CT000233,P0036,Mexico,MXN,2025-12-14,2025-12-20,104598.96,60,Critical,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00000176,V00121,PO0000265,CT000121,P0075,Brazil,GBP,2025-08-17,2025-08-24,27466.77,90,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00000177,V00217,PO0000226,CT000217,P0031,India,INR,2025-06-12,2025-06-13,21719.18,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000178,V00058,PO0000387,CT000058,P0067,Brazil,USD,2025-08-08,2025-08-15,15995.77,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000179,V00281,PO0000913,CT000281,P0051,India,GBP,2026-03-24,2026-03-28,23004.25,30,High,Approved,NORMAL_ON_TIME
INV00000180,V00335,PO0000595,CT000335,P0057,India,USD,2025-05-11,2025-05-12,20492.63,60,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00000181,V00002,PO0000321,CT000002,P0010,UK,INR,2025-05-22,2025-05-29,13093.22,90,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000182,V00224,PO0000240,CT000224,P0085,Mexico,GBP,2026-01-21,2026-01-23,10375.5,45,High,Approved,PAYMENT_TERM_MISMATCH
INV00000183,V00272,PO0000681,CT000272,P0055,USA,ZAR,2025-06-18,2025-06-21,117531.89,30,Critical,Approved,PAYMENT_TERM_MISMATCH
INV00000184,V00002,PO0001177,CT000002,P0090,UK,BRL,2026-02-16,2026-02-23,10251.3,60,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000185,V00305,PO0000194,CT000305,P0036,South Africa,GBP,2026-03-20,2026-03-24,68551.79,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000186,V00229,PO0000107,CT000229,P0001,Germany,BRL,2025-01-31,2025-02-01,7947.51,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000187,V00129,PO0001068,CT000129,P0019,India,ZAR,2025-10-31,2025-10-31,38203.53,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000188,V00194,PO0000680,CT000194,P0088,South Africa,EUR,2025-02-12,2025-02-18,106185.85,90,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000189,V00287,PO0000950,CT000287,P0051,India,GBP,2026-02-05,2026-02-07,11448.55,60,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000190,V00271,PO0001149,CT000271,P0011,India,BRL,2025-02-22,2025-02-22,8096.91,30,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00000191,V00372,PO0000525,CT000372,P0007,USA,USD,2026-02-08,2026-02-08,10397.38,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000192,V00015,PO0000553,CT000015,P0049,UK,BRL,2025-12-17,2025-12-24,15989.12,30,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000193,V00331,PO0001025,CT000331,P0054,Indonesia,EUR,2025-09-02,2025-09-06,22878.78,90,Medium,Approved,NORMAL_ON_TIME
INV00000194,V00015,PO0000622,CT000015,P0023,UK,MXN,2025-04-05,2025-04-09,15646.51,30,High,Pending,NORMAL_ON_TIME
INV00000195,V00274,PO0000335,CT000274,P0072,Germany,MXN,2025-05-02,2025-05-06,10498.8,30,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000196,V00147,PO0000621,CT000147,P0055,USA,USD,2025-07-16,2025-07-19,127041.48,60,Medium,Approved,NORMAL_ON_TIME
INV00000197,V00027,PO0000946,CT000027,P0040,UK,BRL,2026-01-21,2026-01-28,13220.7,90,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000198,V00290,PO0000703,CT000290,P0004,India,EUR,2026-02-13,2026-02-17,8509.12,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000199,V00065,PO0000895,CT000065,P0006,Germany,BRL,2025-08-17,2025-08-22,39028.08,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000200,V00280,PO0000436,CT000280,P0022,South Africa,BRL,2025-04-16,2025-04-23,39686.15,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000201,V00158,PO0000195,CT000158,P0001,Germany,ZAR,2025-09-14,2025-09-14,71905.92,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000202,V00117,PO0000650,CT000117,P0028,Indonesia,EUR,2026-01-14,2026-01-16,123532.18,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000203,V00263,PO0000787,CT000263,P0002,USA,BRL,2025-09-04,2025-09-10,23472.52,60,High,Approved,NORMAL_ON_TIME
INV00000204,V00091,PO0000447,CT000091,P0040,India,ZAR,2026-02-10,2026-02-10,12056.18,30,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000205,V00342,PO0000891,CT000342,P0063,Mexico,USD,2025-01-05,2025-01-07,2214.21,90,High,Approved,NORMAL_ON_TIME
INV00000206,V00287,PO0000950,CT000287,P0053,India,GBP,2025-08-17,2025-08-18,6095.19,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000207,V00420,PO0001193,CT000420,P0022,Mexico,IDR,2025-01-21,2025-01-26,20312.46,45,Low,Approved,AUDIT_GAP_EARLY_RELEASE
INV00000208,V00012,PO0001059,CT000012,P0064,Mexico,USD,2025-10-06,2025-10-12,4722.11,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00000209,V00246,PO0001120,CT000246,P0086,South Africa,EUR,2025-10-08,2025-10-10,3089.06,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000210,V00234,PO0000801,CT000234,P0041,Germany,ZAR,2025-05-23,2025-05-28,17485.36,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000211,V00361,PO0000023,CT000361,P0027,Mexico,BRL,2025-12-28,2026-01-03,36886.36,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000212,V00179,PO0000347,CT000179,P0036,Mexico,USD,2026-03-09,2026-03-16,12596.8,90,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000213,V00394,PO0000222,CT000394,P0084,Germany,MXN,2025-07-27,2025-08-03,41840.79,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000214,V00101,PO0000646,CT000101,P0002,Mexico,BRL,2025-07-17,2025-07-20,31176.26,90,Medium,Approved,NORMAL_ON_TIME
INV00000215,V00359,PO0000881,CT000359,P0020,Brazil,INR,2025-03-28,2025-03-28,54540.29,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000216,V00219,PO0000832,CT000219,P0010,Mexico,ZAR,2025-01-13,2025-01-18,159869.06,60,Medium,Approved,NORMAL_ON_TIME
INV00000217,V00397,PO0001131,CT000397,P0058,South Africa,GBP,2025-07-05,2025-07-09,253908.18,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000218,V00092,PO0000472,CT000092,P0064,Indonesia,INR,2025-07-20,2025-07-23,35180.76,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000219,V00110,PO0000958,CT000110,P0012,Mexico,BRL,2025-12-16,2025-12-20,10068.4,90,Low,Approved,NORMAL_ON_TIME
INV00000220,V00238,PO0000483,CT000238,P0085,Indonesia,EUR,2026-01-28,2026-02-02,17412.22,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00000221,V00232,PO0001204,CT000232,P0050,UK,EUR,2025-02-19,2025-02-21,85128.51,60,Medium,Approved,NORMAL_ON_TIME
INV00000222,V00063,PO0001027,CT000063,P0023,Brazil,EUR,2025-03-11,2025-03-13,6387.6,90,Medium,Approved,NORMAL_ON_TIME
INV00000223,V00274,PO0000295,CT000274,P0086,Germany,GBP,2025-09-12,2025-09-14,74611.07,30,Medium,Approved,NORMAL_ON_TIME
INV00000224,V00171,PO0000444,CT000171,P0063,USA,USD,2025-06-20,2025-06-23,13651.16,90,Medium,Approved,NORMAL_ON_TIME
INV00000225,V00064,PO0000106,CT000064,P0012,Indonesia,BRL,2025-11-16,2025-11-21,20712.28,30,Low,Approved,AUDIT_GAP_EARLY_RELEASE
INV00000226,V00215,PO0000898,CT000215,P0075,Indonesia,ZAR,2025-05-27,2025-05-27,6987.85,30,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00000227,V00294,PO0000343,CT000294,P0001,India,GBP,2025-07-09,2025-07-11,4064.67,90,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000228,V00014,PO0000167,CT000014,P0082,South Africa,USD,2025-07-22,2025-07-27,12176.0,60,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00000229,V00387,PO0000328,CT000387,P0052,Indonesia,USD,2025-10-01,2025-10-01,64097.61,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000230,V00172,PO0001188,CT000172,P0027,Brazil,EUR,2025-02-01,2025-02-07,7808.29,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000231,V00110,PO0000068,CT000110,P0005,Mexico,BRL,2026-02-06,2026-02-12,88711.71,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000232,V00316,PO0000088,CT000316,P0084,USA,INR,2025-06-04,2025-06-06,8941.72,60,Medium,Approved,NORMAL_ON_TIME
INV00000233,V00355,PO0000414,CT000355,P0067,UK,INR,2025-04-07,2025-04-12,5315.39,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000234,V00402,PO0000134,CT000402,P0055,Mexico,MXN,2025-10-19,2025-10-22,21296.94,45,High,Approved,AUDIT_GAP_EARLY_RELEASE
INV00000235,V00332,PO0000957,CT000332,P0077,USA,INR,2025-03-03,2025-03-05,33290.44,30,Medium,Approved,NORMAL_ON_TIME
INV00000236,V00086,PO0000605,CT000086,P0046,India,BRL,2025-09-26,2025-09-27,19880.45,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000237,V00069,PO0000282,CT000069,P0027,India,ZAR,2025-01-28,2025-02-04,19120.21,45,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00000238,V00088,PO0000807,CT000088,P0071,UK,EUR,2025-05-01,2025-05-07,87825.59,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000239,V00368,PO0000759,CT000368,P0072,Germany,USD,2025-11-27,2025-12-04,18027.62,30,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000240,V00129,PO0001068,CT000129,P0022,India,EUR,2025-06-19,2025-06-20,9957.42,60,Low,Pending,LOW_RISK_STANDARD_PROCESS
INV00000241,V00139,PO0000273,CT000139,P0012,Indonesia,EUR,2026-02-14,2026-02-21,32931.09,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000242,V00375,PO0000333,CT000375,P0074,India,MXN,2025-06-11,2025-06-16,62150.71,90,Low,Approved,PAYMENT_TERM_MISMATCH
INV00000243,V00086,PO0000605,CT000086,P0023,India,ZAR,2025-11-11,2025-11-15,10436.22,60,Medium,Approved,NORMAL_ON_TIME
INV00000244,V00171,PO0000444,CT000171,P0059,USA,BRL,2025-01-14,2025-01-16,11562.15,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000245,V00125,PO0000905,CT000125,P0012,India,EUR,2026-03-21,2026-03-22,49240.58,30,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000246,V00127,PO0001236,CT000127,P0072,USA,MXN,2025-10-08,2025-10-10,141047.95,30,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000247,V00251,PO0000653,CT000251,P0018,Germany,ZAR,2025-11-19,2025-11-20,21245.46,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000248,V00312,PO0000221,CT000312,P0078,UK,INR,2025-05-28,2025-06-03,14131.36,45,Low,Pending,PAYMENT_TERM_MISMATCH
INV00000249,V00112,PO0000676,CT000112,P0006,USA,IDR,2025-05-12,2025-05-19,149269.47,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000250,V00016,PO0000365,CT000016,P0056,USA,BRL,2025-07-18,2025-07-25,10114.09,90,High,Approved,NORMAL_ON_TIME
INV00000251,V00269,PO0000727,CT000269,P0047,India,BRL,2025-04-27,2025-05-04,11230.18,90,Medium,Approved,NORMAL_ON_TIME
INV00000252,V00231,PO0000316,CT000231,P0004,India,GBP,2025-01-10,2025-01-11,11293.54,30,High,Pending,NORMAL_ON_TIME
INV00000253,V00277,PO0000558,CT000277,P0067,USA,GBP,2025-10-31,2025-11-05,42457.74,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000254,V00190,PO0000461,CT000190,P0027,USA,GBP,2025-11-23,2025-11-29,14874.76,45,High,Approved,NORMAL_ON_TIME
INV00000255,V00327,PO0000455,CT000327,P0077,South Africa,GBP,2025-11-04,2025-11-08,68001.02,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000256,V00263,PO0001155,CT000263,P0080,USA,MXN,2025-09-10,2025-09-14,14442.19,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000257,V00319,PO0000965,CT000319,P0054,USA,MXN,2025-08-27,2025-08-30,11099.1,60,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000258,V00308,PO0000298,CT000308,P0057,Germany,USD,2026-03-25,2026-03-31,62427.97,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000259,V00087,PO0001030,CT000087,P0005,Indonesia,USD,2025-08-28,2025-09-02,16691.04,30,Low,Approved,REPEAT_VENDOR_PATTERN
INV00000260,V00033,PO0001214,CT000033,P0081,USA,INR,2025-11-18,2025-11-23,14288.98,60,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000261,V00245,PO0001244,CT000245,P0062,Germany,MXN,2025-07-09,2025-07-09,16902.87,90,High,Approved,NORMAL_ON_TIME
INV00000262,V00268,PO0000695,CT000268,P0072,India,BRL,2025-01-16,2025-01-23,76113.58,90,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000263,V00241,PO0000098,CT000241,P0008,South Africa,MXN,2025-06-09,2025-06-13,22502.5,30,Medium,Pending,NORMAL_ON_TIME
INV00000264,V00221,PO0000811,CT000221,P0046,USA,IDR,2025-11-25,2025-12-02,60594.43,30,Low,Approved,PAYMENT_TERM_MISMATCH
INV00000265,V00145,PO0000428,CT000145,P0082,Brazil,IDR,2025-10-16,2025-10-21,12754.56,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00000266,V00057,PO0000117,CT000057,P0078,UK,BRL,2025-11-12,2025-11-16,51219.42,45,Medium,Approved,NORMAL_ON_TIME
INV00000267,V00180,PO0000488,CT000180,P0009,Indonesia,USD,2025-12-07,2025-12-13,20943.2,60,Medium,Approved,NORMAL_ON_TIME
INV00000268,V00371,PO0000745,CT000371,P0069,Indonesia,EUR,2025-04-10,2025-04-11,41221.05,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000269,V00302,PO0001136,CT000302,P0008,India,IDR,2026-01-06,2026-01-09,45025.24,30,High,Pending,PAYMENT_TERM_MISMATCH
INV00000270,V00317,PO0000286,CT000317,P0034,UK,GBP,2025-11-22,2025-11-22,6071.13,45,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00000271,V00310,PO0000939,CT000310,P0041,India,IDR,2025-05-21,2025-05-26,17598.26,45,Low,Approved,NORMAL_ON_TIME
INV00000272,V00388,PO0001089,CT000388,P0003,Mexico,GBP,2025-08-18,2025-08-20,44580.77,30,Low,Approved,NORMAL_ON_TIME
INV00000273,V00095,PO0000354,CT000095,P0013,USA,USD,2026-01-26,2026-01-26,52696.78,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00000274,V00303,PO0000377,CT000303,P0080,Brazil,IDR,2025-03-18,2025-03-24,60846.29,30,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00000275,V00030,PO0000552,CT000030,P0057,Germany,ZAR,2025-05-18,2025-05-19,18214.33,30,Critical,Approved,NORMAL_ON_TIME
INV00000276,V00103,PO0000882,CT000103,P0071,USA,INR,2025-03-29,2025-03-30,82225.44,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000277,V00234,PO0000010,CT000234,P0052,Germany,EUR,2025-05-19,2025-05-20,8183.97,30,High,Approved,REPEAT_VENDOR_PATTERN
INV00000278,V00181,PO0000509,CT000181,P0041,Mexico,INR,2025-04-04,2025-04-08,3396.49,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000279,V00060,PO0000492,CT000060,P0041,India,ZAR,2026-01-02,2026-01-04,12191.67,90,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000280,V00163,PO0000024,CT000163,P0050,USA,GBP,2026-03-27,2026-03-31,57275.85,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000281,V00057,PO0000117,CT000057,P0070,UK,USD,2026-03-18,2026-03-20,5215.98,45,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000282,V00016,PO0000489,CT000016,P0019,USA,MXN,2025-06-12,2025-06-18,3486.48,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000283,V00201,PO0001223,CT000201,P0045,Indonesia,EUR,2026-03-01,2026-03-03,2679.71,60,Medium,Pending,NORMAL_ON_TIME
INV00000284,V00173,PO0000865,CT000173,P0038,USA,USD,2025-02-07,2025-02-13,35338.97,30,Low,Approved,NORMAL_ON_TIME
INV00000285,V00176,PO0000784,CT000176,P0079,India,IDR,2025-02-20,2025-02-23,3568.91,60,Medium,Pending,AUDIT_GAP_EARLY_RELEASE
INV00000286,V00036,PO0001108,CT000036,P0015,USA,GBP,2025-05-29,2025-05-29,29041.52,30,High,Approved,REPEAT_VENDOR_PATTERN
INV00000287,V00172,PO0000934,CT000172,P0012,Brazil,EUR,2025-05-12,2025-05-15,11562.35,45,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000288,V00002,PO0000321,CT000002,P0019,UK,USD,2026-02-22,2026-02-23,7265.35,30,Medium,Approved,NORMAL_ON_TIME
INV00000289,V00201,PO0000715,CT000201,P0015,Indonesia,EUR,2025-12-12,2025-12-15,5717.81,60,Low,Pending,NORMAL_ON_TIME
INV00000290,V00356,PO0000627,CT000356,P0077,Brazil,EUR,2025-12-09,2025-12-09,20264.08,60,Medium,Approved,NORMAL_ON_TIME
INV00000291,V00059,PO0000203,CT000059,P0036,India,USD,2026-01-02,2026-01-08,73640.36,60,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000292,V00061,PO0001119,CT000061,P0033,Germany,GBP,2025-11-26,2025-11-30,16232.63,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00000293,V00328,PO0000089,CT000328,P0024,Brazil,MXN,2025-08-18,2025-08-19,24871.47,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000294,V00211,PO0000246,CT000211,P0041,Indonesia,INR,2025-01-27,2025-02-03,268433.43,90,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000295,V00109,PO0001175,CT000109,P0060,India,USD,2025-01-08,2025-01-10,43522.64,60,Low,Approved,NORMAL_ON_TIME
INV00000296,V00330,PO0000352,CT000330,P0043,USA,ZAR,2026-03-20,2026-03-21,19398.77,60,Low,Rejected,CORA_SAP_SYSTEM_ERROR
INV00000297,V00137,PO0000992,CT000137,P0072,Mexico,IDR,2025-08-17,2025-08-17,5417.59,30,Low,Approved,NORMAL_ON_TIME
INV00000298,V00254,PO0000337,CT000254,P0007,USA,ZAR,2026-03-10,2026-03-11,26609.24,60,High,Approved,NORMAL_ON_TIME
INV00000299,V00234,PO0000010,CT000234,P0040,Germany,BRL,2025-01-15,2025-01-15,238029.19,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000300,V00063,PO0000399,CT000063,P0033,Brazil,INR,2025-10-17,2025-10-20,13485.4,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00000301,V00318,PO0001040,CT000318,P0035,Germany,BRL,2025-05-09,2025-05-13,12060.63,30,Medium,Approved,NORMAL_ON_TIME
INV00000302,V00260,PO0000370,CT000260,P0015,Germany,USD,2025-06-15,2025-06-17,219462.41,30,Medium,Pending,NORMAL_ON_TIME
INV00000303,V00088,PO0000807,CT000088,P0009,UK,INR,2025-10-26,2025-11-02,4197.72,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000304,V00319,PO0000965,CT000319,P0063,USA,INR,2025-08-14,2025-08-21,27401.64,30,Medium,Pending,NORMAL_ON_TIME
INV00000305,V00261,PO0000846,CT000261,P0077,India,GBP,2025-03-03,2025-03-05,48939.15,30,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00000306,V00360,PO0000935,CT000360,P0083,Germany,MXN,2026-03-31,2026-04-05,11403.45,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00000307,V00345,PO0000762,CT000345,P0022,Indonesia,ZAR,2025-11-21,2025-11-24,13671.35,90,Medium,Approved,NORMAL_ON_TIME
INV00000308,V00134,PO0000100,CT000134,P0069,USA,INR,2025-06-14,2025-06-16,10704.93,90,High,Approved,NORMAL_ON_TIME
INV00000309,V00394,PO0000497,CT000394,P0011,Germany,MXN,2025-10-10,2025-10-11,16321.42,45,Low,Approved,NORMAL_ON_TIME
INV00000310,V00015,PO0000553,CT000015,P0052,UK,EUR,2025-03-10,2025-03-14,300452.0,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000311,V00141,PO0000144,CT000141,P0051,Brazil,ZAR,2025-07-15,2025-07-16,13251.71,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000312,V00256,PO0001216,CT000256,P0078,Indonesia,IDR,2025-07-13,2025-07-18,427676.24,45,Low,Pending,CORA_SAP_SYSTEM_ERROR
INV00000313,V00225,PO0000261,CT000225,P0007,USA,IDR,2025-06-19,2025-06-26,10143.88,60,Medium,Approved,NORMAL_ON_TIME
INV00000314,V00095,PO0000893,CT000095,P0012,USA,BRL,2025-08-09,2025-08-11,69313.22,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000315,V00084,PO0000308,CT000084,P0043,India,MXN,2026-02-21,2026-02-25,28886.25,45,Medium,Approved,NORMAL_ON_TIME
INV00000316,V00328,PO0001028,CT000328,P0052,Brazil,BRL,2025-01-04,2025-01-11,18286.11,45,Medium,Approved,NORMAL_ON_TIME
INV00000317,V00368,PO0000759,CT000368,P0012,Germany,ZAR,2025-09-09,2025-09-14,76442.89,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000318,V00286,PO0001020,CT000286,P0041,UK,IDR,2026-03-05,2026-03-08,3040.93,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000319,V00223,PO0000093,CT000223,P0054,Germany,INR,2026-02-09,2026-02-16,25500.09,30,Medium,Approved,NORMAL_ON_TIME
INV00000320,V00325,PO0000297,CT000325,P0038,South Africa,EUR,2026-02-13,2026-02-13,7690.96,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000321,V00101,PO0000502,CT000101,P0072,Mexico,ZAR,2025-07-07,2025-07-11,93592.31,60,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00000322,V00407,PO0001045,CT000407,P0007,USA,USD,2025-09-16,2025-09-18,9826.59,45,Medium,Approved,NORMAL_ON_TIME
INV00000323,V00053,PO0000069,CT000053,P0066,Indonesia,USD,2025-09-28,2025-09-29,35194.69,30,High,Pending,NORMAL_ON_TIME
INV00000324,V00246,PO0000682,CT000246,P0064,South Africa,USD,2026-01-17,2026-01-21,2877.83,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000325,V00144,PO0000845,CT000144,P0052,Brazil,USD,2026-03-11,2026-03-16,24544.02,60,Medium,Approved,NORMAL_ON_TIME
INV00000326,V00380,PO0000432,CT000380,P0065,Indonesia,EUR,2025-04-26,2025-05-01,15227.17,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000327,V00103,PO0000882,CT000103,P0072,USA,INR,2025-02-26,2025-03-03,11901.02,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000328,V00270,PO0000754,CT000270,P0021,India,GBP,2025-05-01,2025-05-03,36211.55,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00000329,V00066,PO0000458,CT000066,P0084,Brazil,INR,2025-04-30,2025-05-03,26226.66,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00000330,V00077,PO0000151,CT000077,P0086,USA,INR,2025-05-17,2025-05-17,12330.38,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00000331,V00175,PO0000395,CT000175,P0040,India,INR,2026-02-22,2026-02-26,401703.63,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000332,V00336,PO0000944,CT000336,P0005,Germany,USD,2025-04-09,2025-04-15,47519.15,30,High,Approved,NORMAL_ON_TIME
INV00000333,V00117,PO0000650,CT000117,P0050,Indonesia,BRL,2025-07-12,2025-07-15,212573.0,45,Medium,Pending,NORMAL_ON_TIME
INV00000334,V00292,PO0001187,CT000292,P0001,India,GBP,2025-06-12,2025-06-14,10554.39,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000335,V00240,PO0000119,CT000240,P0004,India,BRL,2025-05-04,2025-05-06,21209.07,30,Low,Pending,NORMAL_ON_TIME
INV00000336,V00411,PO0000781,CT000411,P0088,Germany,USD,2025-03-31,2025-04-05,4446.25,60,Critical,Approved,NORMAL_ON_TIME
INV00000337,V00127,PO0001236,CT000127,P0071,USA,MXN,2026-03-30,2026-04-04,11533.35,30,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00000338,V00103,PO0001241,CT000103,P0001,USA,IDR,2025-10-13,2025-10-16,8838.24,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000339,V00380,PO0000432,CT000380,P0046,Indonesia,GBP,2025-02-16,2025-02-17,378995.84,60,Medium,Pending,NORMAL_ON_TIME
INV00000340,V00140,PO0000133,CT000140,P0052,India,GBP,2025-10-26,2025-10-29,7886.43,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000341,V00091,PO0000447,CT000091,P0040,India,GBP,2025-10-06,2025-10-08,12762.47,30,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00000342,V00346,PO0000082,CT000346,P0075,Indonesia,ZAR,2025-06-13,2025-06-13,39269.9,90,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00000343,V00342,PO0000891,CT000342,P0089,Mexico,IDR,2025-12-25,2025-12-28,28578.49,30,Medium,Approved,NORMAL_ON_TIME
INV00000344,V00027,PO0000946,CT000027,P0067,UK,INR,2026-01-01,2026-01-07,6340.82,30,Critical,Rejected,PAYMENT_TERM_MISMATCH
INV00000345,V00360,PO0000588,CT000360,P0085,Germany,IDR,2025-12-24,2025-12-28,42807.69,60,Medium,Approved,NORMAL_ON_TIME
INV00000346,V00282,PO0000849,CT000282,P0086,USA,USD,2025-10-18,2025-10-19,2495.54,30,High,Approved,REPEAT_VENDOR_PATTERN
